Time 	 	 Temperature 	 	 Tau 
2.1 	 	 18078.5 	 	 	 238.831 
2.1 	 	 3170.56 	 	 	 0.156459 
2.1 	 	 6815.31 	 	 	 12.4067 
2.1 	 	 6153.78 	 	 	 10.7207 
2.1 	 	 14027.6 	 	 	 21.2002 
2.1 	 	 3635.7 	 	 	 10.1436 
2.1 	 	 4319.83 	 	 	 6.12691 
2.1 	 	 4911.66 	 	 	 10.0769 
2.1 	 	 4291.99 	 	 	 10.0697 
2.1 	 	 10505.4 	 	 	 26.6312 
2.1 	 	 6832.05 	 	 	 10.5483 
2.1 	 	 4896.7 	 	 	 7.67131 
2.1 	 	 10944.1 	 	 	 20.5057 
2.1 	 	 6176.85 	 	 	 10.6016 
2.1 	 	 3161.55 	 	 	 10.1117 
2.1 	 	 15769.8 	 	 	 193.081 
2.1 	 	 15769.8 	 	 	 165.815 
2.1 	 	 15102.8 	 	 	 57.6696 
2.1 	 	 8416.35 	 	 	 18.5213 
2.1 	 	 4111.22 	 	 	 2.12226 
2.1 	 	 16559.3 	 	 	 182.014 
2.1 	 	 6042.95 	 	 	 12.1186 
2.1 	 	 12508.4 	 	 	 17.3501 
2.1 	 	 3445.82 	 	 	 10.026 
2.1 	 	 5494.85 	 	 	 10.0593 
2.1 	 	 5323.58 	 	 	 6.71479 
2.1 	 	 11242.2 	 	 	 15.5904 
2.1 	 	 4332.42 	 	 	 10.5134 
2.1 	 	 6386.77 	 	 	 10.305 
2.1 	 	 5832.07 	 	 	 10.1535 
2.1 	 	 15423.1 	 	 	 31.0302 
2.1 	 	 3308.84 	 	 	 5.03932 
2.1 	 	 4161.97 	 	 	 5.51101 
2.1 	 	 15102.8 	 	 	 68.7231 
2.1 	 	 13005.8 	 	 	 19.8691 
2.1 	 	 4209.37 	 	 	 1.07439 
2.1 	 	 18713.2 	 	 	 105.856 
2.1 	 	 10760.6 	 	 	 27.5517 
2.1 	 	 9127.72 	 	 	 10.2304 
2.1 	 	 7394.93 	 	 	 6.04969 
2.1 	 	 8985.94 	 	 	 13.913 
2.1 	 	 7394.93 	 	 	 10.249 
2.1 	 	 8209.32 	 	 	 10.3586 
2.1 	 	 6248.04 	 	 	 10.3516 
2.1 	 	 3229.96 	 	 	 10.01 
2.1 	 	 8808.84 	 	 	 17.5949 
2.1 	 	 13188.5 	 	 	 67.9389 
2.1 	 	 14270.2 	 	 	 96.8962 
2.1 	 	 13799.5 	 	 	 24.6765 
2.1 	 	 3176.63 	 	 	 10.2013 
2.1 	 	 10197 	 	 	 10.6256 
2.1 	 	 6399.97 	 	 	 11.4515 
2.1 	 	 15769.8 	 	 	 79.7062 
2.1 	 	 14270.2 	 	 	 12.2658 
2.1 	 	 5406.73 	 	 	 4.58184 
2.1 	 	 4911.66 	 	 	 10.1769 
2.1 	 	 4244.06 	 	 	 10.3459 
2.1 	 	 10673 	 	 	 28.0846 
2.1 	 	 4881.9 	 	 	 9.19095 
2.1 	 	 15102.8 	 	 	 63.2077 
2.1 	 	 3759.51 	 	 	 9.2158 
2.1 	 	 5232.22 	 	 	 10.6257 
2.1 	 	 3537.6 	 	 	 1.22499 
2.1 	 	 13381.1 	 	 	 13.8532 
2.1 	 	 8310.48 	 	 	 11.8841 
2.1 	 	 12212.8 	 	 	 33.3699 
2.1 	 	 5889.56 	 	 	 10.007 
2.1 	 	 6260.2 	 	 	 10.0424 
2.1 	 	 8643.9 	 	 	 11.7994 
2.1 	 	 6011.1 	 	 	 10.0621 
2.1 	 	 5494.85 	 	 	 11.7344 
2.1 	 	 6523.28 	 	 	 10.6779 
2.1 	 	 11941.3 	 	 	 29.1325 
2.1 	 	 5088.11 	 	 	 1.51538 
2.1 	 	 11348.4 	 	 	 27.3742 
2.1 	 	 3679.93 	 	 	 10.0836 
2.1 	 	 13799.5 	 	 	 46.1382 
2.1 	 	 8604.4 	 	 	 10.0394 
2.1 	 	 5714.23 	 	 	 10.0115 
2.1 	 	 11572.5 	 	 	 30.328 
2.1 	 	 3797.85 	 	 	 0.79715 
2.1 	 	 7463.5 	 	 	 11.5921 
2.1 	 	 14027.6 	 	 	 76.9363 
2.1 	 	 11572.5 	 	 	 13.6393 
2.1 	 	 8643.9 	 	 	 10.0159 
2.1 	 	 9790.59 	 	 	 17.4906 
2.1 	 	 5323.58 	 	 	 8.63417 
2.1 	 	 10197 	 	 	 17.771 
2.1 	 	 3843.75 	 	 	 10.0236 
2.1 	 	 6749.83 	 	 	 5.81877 
2.1 	 	 10760.6 	 	 	 18.5504 
2.1 	 	 8452.76 	 	 	 9.91714 
2.1 	 	 16146.9 	 	 	 12.6106 
2.1 	 	 14027.6 	 	 	 23.1969 
2.1 	 	 3444.45 	 	 	 0.455631 
2.1 	 	 7026.75 	 	 	 11.1785 
2.1 	 	 10944.1 	 	 	 18.7488 
2.1 	 	 11572.5 	 	 	 10.8736 
2.1 	 	 7736.59 	 	 	 10.0459 
2.1 	 	 14805.7 	 	 	 31.4742 
2.1 	 	 9728.43 	 	 	 14.615 
2.1 	 	 4901.67 	 	 	 10.5597 
2.1 	 	 7008.19 	 	 	 10.6171 
2.1 	 	 5435.53 	 	 	 4.7397 
2.1 	 	 4035.51 	 	 	 3.56271 
2.1 	 	 3928.7 	 	 	 2.38985 
2.1 	 	 17013.1 	 	 	 32.9068 
2.1 	 	 14270.2 	 	 	 49.8495 
2.1 	 	 4814.98 	 	 	 10.0006 
2.1 	 	 17516.2 	 	 	 16.4102 
2.1 	 	 7684.2 	 	 	 10.7003 
2.1 	 	 6749.83 	 	 	 11.972 
2.1 	 	 3465.15 	 	 	 0.394111 
2.1 	 	 6655.78 	 	 	 10.8439 
2.1 	 	 17013.1 	 	 	 149.542 
2.1 	 	 3574.41 	 	 	 3.21365 
2.1 	 	 4720.59 	 	 	 10.4409 
2.1 	 	 7222.73 	 	 	 10.4537 
2.1 	 	 13005.8 	 	 	 30.6645 
2.1 	 	 4843.25 	 	 	 2.08964 
2.1 	 	 19438.1 	 	 	 71.7853 
2.1 	 	 14270.2 	 	 	 21.6053 
2.1 	 	 4857.61 	 	 	 9.92721 
2.1 	 	 12666.4 	 	 	 13.9248 
2.1 	 	 5979.85 	 	 	 5.70674 
2.1 	 	 6765.99 	 	 	 10.0725 
2.1 	 	 9278.05 	 	 	 12.7596 
2.1 	 	 4796.47 	 	 	 10.1146 
2.1 	 	 12357.3 	 	 	 41.4221 
2.1 	 	 4896.7 	 	 	 10.2905 
2.1 	 	 9032.3 	 	 	 8.97387 
2.1 	 	 10197 	 	 	 10.7458 
2.1 	 	 18078.5 	 	 	 301.398 
2.1 	 	 5323.58 	 	 	 0.0356682 
2.1 	 	 13005.8 	 	 	 54.97 
2.1 	 	 5371.51 	 	 	 0.793662 
2.1 	 	 8416.35 	 	 	 10.0388 
2.1 	 	 5979.85 	 	 	 12.1621 
2.1 	 	 8310.48 	 	 	 12.5423 
2.1 	 	 3499.24 	 	 	 0.0904297 
2.1 	 	 4106.01 	 	 	 10.2651 
2.1 	 	 3772.77 	 	 	 10.1566 
2.1 	 	 9608.31 	 	 	 2.5213 
2.1 	 	 6883.19 	 	 	 10.4555 
2.1 	 	 18713.2 	 	 	 288.874 
2.1 	 	 3307.66 	 	 	 10.0238 
2.1 	 	 3673 	 	 	 3.24915 
2.1 	 	 3856.07 	 	 	 10.0246 
2.1 	 	 6733.83 	 	 	 10.4011 
2.1 	 	 3390.1 	 	 	 0.0290799 
2.1 	 	 4624.59 	 	 	 1.82661 
2.1 	 	 12508.4 	 	 	 32.8744 
2.1 	 	 4677.96 	 	 	 10.0408 
2.1 	 	 8310.48 	 	 	 10.5345 
2.1 	 	 8380.51 	 	 	 10.7166 
2.1 	 	 14270.2 	 	 	 65.5983 
2.1 	 	 5158.32 	 	 	 10.0531 
2.1 	 	 14270.2 	 	 	 13.1272 
2.1 	 	 17516.2 	 	 	 50.3689 
2.1 	 	 3327.88 	 	 	 10.0738 
2.1 	 	 7122.27 	 	 	 10.1972 
2.1 	 	 3548.19 	 	 	 1.35856 
2.1 	 	 3377.32 	 	 	 10.3478 
2.1 	 	 10054.7 	 	 	 10.5797 
2.1 	 	 17013.1 	 	 	 215.38 
2.1 	 	 14027.6 	 	 	 14.1671 
2.1 	 	 10197 	 	 	 12.592 
2.1 	 	 7558.69 	 	 	 10.6473 
2.1 	 	 17516.2 	 	 	 87.4377 
2.1 	 	 4238.21 	 	 	 11.5087 
2.1 	 	 12832 	 	 	 65.5226 
2.1 	 	 10505.4 	 	 	 10.7625 
2.1 	 	 8276.25 	 	 	 12.2653 
2.1 	 	 10124.9 	 	 	 17.6519 
2.1 	 	 16146.9 	 	 	 102.658 
2.1 	 	 3900.34 	 	 	 10.0593 
2.1 	 	 15769.8 	 	 	 62.5373 
2.1 	 	 11813.6 	 	 	 40.4533 
2.1 	 	 6625.49 	 	 	 12.2145 
2.1 	 	 4161.97 	 	 	 0.410623 
2.1 	 	 15423.1 	 	 	 64.7757 
2.1 	 	 5392.54 	 	 	 10.1084 
2.1 	 	 9493.46 	 	 	 11.5408 
2.1 	 	 4090.52 	 	 	 5.50558 
2.1 	 	 9278.05 	 	 	 13.448 
2.1 	 	 11572.5 	 	 	 17.704 
2.1 	 	 13584.4 	 	 	 11.7319 
2.1 	 	 14270.2 	 	 	 72.7508 
2.1 	 	 11690.8 	 	 	 30.1136 
2.1 	 	 14805.7 	 	 	 42.2282 
2.1 	 	 3274.17 	 	 	 1.80825 
2.1 	 	 4438.26 	 	 	 2.00963 
2.1 	 	 5413.88 	 	 	 10.1301 
2.1 	 	 5860.56 	 	 	 10.1882 
2.1 	 	 3224.59 	 	 	 0.197418 
2.1 	 	 3249.58 	 	 	 6.38984 
2.1 	 	 6131.01 	 	 	 10.8066 
2.1 	 	 11040.2 	 	 	 15.9777 
2.1 	 	 9608.31 	 	 	 14.2101 
2.1 	 	 5540.94 	 	 	 10.0884 
2.1 	 	 9790.59 	 	 	 12.761 
2.1 	 	 3627.41 	 	 	 0.319693 
2.1 	 	 6053.7 	 	 	 10.0358 
2.1 	 	 5517.72 	 	 	 10.0762 
2.1 	 	 5128.64 	 	 	 10.0144 
2.1 	 	 18078.5 	 	 	 10.5127 
2.1 	 	 19438.1 	 	 	 242.572 
2.1 	 	 11139.5 	 	 	 15.018 
2.1 	 	 7534.47 	 	 	 11.3244 
2.1 	 	 3704.58 	 	 	 10.0752 
2.1 	 	 11139.5 	 	 	 12.9921 
2.1 	 	 3973.86 	 	 	 10.0502 
2.1 	 	 17013.1 	 	 	 66.2988 
2.1 	 	 10673 	 	 	 12.8196 
2.1 	 	 17516.2 	 	 	 156.515 
2.1 	 	 4247 	 	 	 1.20435 
2.1 	 	 17516.2 	 	 	 132.232 
2.1 	 	 18713.2 	 	 	 111.432 
2.1 	 	 13584.4 	 	 	 11.1269 
2.1 	 	 9176.83 	 	 	 12.5168 
2.1 	 	 3239.72 	 	 	 10.1365 
2.1 	 	 7873.54 	 	 	 10.2612 
2.1 	 	 4592.83 	 	 	 0.201784 
2.1 	 	 7243.46 	 	 	 10.3368 
2.1 	 	 4838.5 	 	 	 10.0109 
2.1 	 	 5929.07 	 	 	 10.903 
2.1 	 	 8895.78 	 	 	 11.1162 
2.1 	 	 18078.5 	 	 	 56.5664 
2.1 	 	 3579.12 	 	 	 0.243434 
2.1 	 	 19438.1 	 	 	 37.2556 
2.1 	 	 12832 	 	 	 25.2867 
2.1 	 	 14027.6 	 	 	 52.1384 
2.1 	 	 12508.4 	 	 	 19.7223 
2.1 	 	 5671.16 	 	 	 1.60619 
2.1 	 	 5979.85 	 	 	 10.2255 
2.1 	 	 6153.78 	 	 	 10.1924 
2.1 	 	 7873.54 	 	 	 10.4159 
2.1 	 	 4967.97 	 	 	 10.2577 
2.1 	 	 9032.3 	 	 	 15.8848 
2.1 	 	 4319.83 	 	 	 9.45907 
2.1 	 	 19438.1 	 	 	 147.913 
2.1 	 	 4080.32 	 	 	 10.1189 
2.1 	 	 11139.5 	 	 	 17.2791 
2.1 	 	 13188.5 	 	 	 44.4123 
2.1 	 	 4989.04 	 	 	 10.3932 
2.1 	 	 14027.6 	 	 	 88.3195 
2.1 	 	 16559.3 	 	 	 205.273 
2.1 	 	 7181.92 	 	 	 10.2592 
2.1 	 	 10425.1 	 	 	 13.7223 
2.1 	 	 4539.13 	 	 	 4.26677 
2.1 	 	 10271 	 	 	 13.031 
2.1 	 	 5270.67 	 	 	 10.4282 
2.1 	 	 4427.93 	 	 	 10.0272 
2.1 	 	 4565.69 	 	 	 10.0454 
2.1 	 	 14027.6 	 	 	 72.4285 
2.1 	 	 7285.57 	 	 	 11.7663 
2.1 	 	 4921.72 	 	 	 7.04782 
2.1 	 	 12832 	 	 	 45.1029 
2.1 	 	 4358.02 	 	 	 10.2566 
2.1 	 	 3492.04 	 	 	 0.0715883 
2.1 	 	 19438.1 	 	 	 285.503 
2.1 	 	 18078.5 	 	 	 283.897 
2.1 	 	 8050.3 	 	 	 11.5201 
2.1 	 	 4206.53 	 	 	 10.1044 
2.1 	 	 6702.2 	 	 	 10.857 
2.1 	 	 4531.64 	 	 	 9.02912 
2.1 	 	 3408.31 	 	 	 9.54716 
2.1 	 	 9608.31 	 	 	 12.2626 
2.1 	 	 4690.6 	 	 	 5.94645 
2.1 	 	 9032.3 	 	 	 11.6166 
2.1 	 	 3174.6 	 	 	 0.0804078 
2.1 	 	 4769.18 	 	 	 10.1016 
2.1 	 	 4186.82 	 	 	 2.32669 
2.1 	 	 11813.6 	 	 	 10.434 
2.1 	 	 3265.15 	 	 	 9.55867 
2.1 	 	 12212.8 	 	 	 37.2703 
2.1 	 	 18713.2 	 	 	 216 
2.1 	 	 5128.64 	 	 	 10.369 
2.1 	 	 11348.4 	 	 	 12.6018 
2.1 	 	 8209.32 	 	 	 10.3316 
2.1 	 	 18078.5 	 	 	 205.368 
2.1 	 	 3452.68 	 	 	 0.388475 
2.1 	 	 5140.43 	 	 	 10.5799 
2.1 	 	 6918.06 	 	 	 12.1117 
2.1 	 	 3624.12 	 	 	 0.478436 
2.1 	 	 16559.3 	 	 	 200.862 
2.1 	 	 11242.2 	 	 	 15.9015 
2.1 	 	 5037.68 	 	 	 1.26513 
2.1 	 	 6595.68 	 	 	 10.1432 
2.1 	 	 3525.63 	 	 	 3.89416 
2.1 	 	 5564.53 	 	 	 10.1777 
2.1 	 	 15102.8 	 	 	 46.6165 
2.1 	 	 18078.5 	 	 	 251.345 
2.1 	 	 13005.8 	 	 	 29.4645 
2.1 	 	 3660.98 	 	 	 10.5791 
2.1 	 	 7989.77 	 	 	 10.8714 
2.1 	 	 6347.82 	 	 	 10.0738 
2.1 	 	 4640.77 	 	 	 0.223328 
2.1 	 	 3226.73 	 	 	 2.40955 
2.1 	 	 9176.83 	 	 	 10.3157 
2.1 	 	 6413.25 	 	 	 12.0757 
2.1 	 	 8808.84 	 	 	 17.996 
2.1 	 	 18078.5 	 	 	 87.0284 
2.1 	 	 18713.2 	 	 	 153.641 
2.1 	 	 5337.11 	 	 	 10.5455 
2.1 	 	 12666.4 	 	 	 13.7012 
2.1 	 	 16146.9 	 	 	 102.981 
2.1 	 	 13799.5 	 	 	 41.6595 
2.1 	 	 3722.56 	 	 	 0.153908 
2.1 	 	 8276.25 	 	 	 5.07594 
2.1 	 	 14027.6 	 	 	 88.456 
2.1 	 	 11139.5 	 	 	 27.22 
2.1 	 	 11941.3 	 	 	 10.3884 
2.1 	 	 15769.8 	 	 	 24.8794 
2.1 	 	 6717.95 	 	 	 9.26768 
2.1 	 	 4554.24 	 	 	 4.72006 
2.1 	 	 3757.64 	 	 	 10.0149 
2.1 	 	 3210.76 	 	 	 0.0394956 
2.1 	 	 9608.31 	 	 	 11.1405 
2.1 	 	 5540.94 	 	 	 10.0811 
2.1 	 	 16559.3 	 	 	 170.976 
2.1 	 	 7463.5 	 	 	 10.0138 
2.1 	 	 4466.24 	 	 	 3.32364 
2.1 	 	 4703.37 	 	 	 10.2696 
2.1 	 	 3515.28 	 	 	 10.1549 
2.1 	 	 4127 	 	 	 10.1395 
2.1 	 	 11348.4 	 	 	 31.5697 
2.1 	 	 14027.6 	 	 	 69.1511 
2.1 	 	 3706.37 	 	 	 10.521 
2.1 	 	 4090.52 	 	 	 10.067 
2.1 	 	 6053.7 	 	 	 11.225 
2.1 	 	 7534.47 	 	 	 10.0163 
2.1 	 	 19438.1 	 	 	 272.688 
2.1 	 	 13584.4 	 	 	 44.2783 
2.1 	 	 9176.83 	 	 	 11.7929 
2.1 	 	 6097.44 	 	 	 10.7771 
2.1 	 	 12212.8 	 	 	 10.8488 
2.1 	 	 6865.98 	 	 	 11.1949 
2.1 	 	 7583.19 	 	 	 10.371 
2.1 	 	 6413.25 	 	 	 10.3832 
2.1 	 	 9437.89 	 	 	 17.4989 
2.1 	 	 18713.2 	 	 	 82.4716 
2.1 	 	 5740.65 	 	 	 11.2256 
2.1 	 	 4291.99 	 	 	 10.0562 
2.1 	 	 14270.2 	 	 	 39.0053 
2.1 	 	 3114.98 	 	 	 10.0261 
2.1 	 	 8112.55 	 	 	 10.2692 
2.1 	 	 6495.12 	 	 	 11.6026 
2.1 	 	 10588 	 	 	 19.1072 
2.1 	 	 8940.44 	 	 	 15.59 
2.1 	 	 3204.46 	 	 	 0.76267 
2.1 	 	 14270.2 	 	 	 14.6676 
2.1 	 	 18078.5 	 	 	 332.453 
2.1 	 	 5621.02 	 	 	 10.1718 
2.1 	 	 3887.5 	 	 	 3.59329 
2.1 	 	 12357.3 	 	 	 64.4998 
2.1 	 	 4848.02 	 	 	 1.71342 
2.1 	 	 6386.77 	 	 	 10.1212 
2.1 	 	 10505.4 	 	 	 11.513 
2.1 	 	 12832 	 	 	 44.0044 
2.1 	 	 5337.11 	 	 	 10.8141 
2.1 	 	 10760.6 	 	 	 13.5166 
2.1 	 	 6765.99 	 	 	 10.0089 
2.1 	 	 6373.69 	 	 	 10.4253 
2.1 	 	 5604.67 	 	 	 10.3332 
2.1 	 	 7486.89 	 	 	 10.7973 
2.1 	 	 4716.27 	 	 	 10.1496 
2.1 	 	 14270.2 	 	 	 17.1377 
2.1 	 	 13381.1 	 	 	 51.6623 
2.1 	 	 5134.52 	 	 	 10.0854 
2.1 	 	 13799.5 	 	 	 50.9244 
2.1 	 	 12357.3 	 	 	 36.2399 
2.1 	 	 7122.27 	 	 	 11.2814 
2.1 	 	 3627.41 	 	 	 7.78873 
2.1 	 	 14805.7 	 	 	 140.596 
2.1 	 	 4452.17 	 	 	 10.0112 
2.1 	 	 8604.4 	 	 	 11.3963 
2.1 	 	 14528.9 	 	 	 109.814 
2.1 	 	 4235.29 	 	 	 5.90809 
2.1 	 	 15769.8 	 	 	 106.608 
2.1 	 	 4244.06 	 	 	 10.1377 
2.1 	 	 12357.3 	 	 	 59.2139 
2.1 	 	 4677.96 	 	 	 10.019 
2.1 	 	 17013.1 	 	 	 14.97 
2.1 	 	 14270.2 	 	 	 50.7111 
2.1 	 	 3660.98 	 	 	 0.877499 
2.1 	 	 4452.17 	 	 	 10.3414 
2.1 	 	 5548.77 	 	 	 0.180668 
2.1 	 	 9437.89 	 	 	 10.4969 
2.1 	 	 13381.1 	 	 	 12.2481 
2.1 	 	 13005.8 	 	 	 16.8031 
2.1 	 	 14027.6 	 	 	 36.1632 
2.1 	 	 9383.49 	 	 	 12.8023 
2.1 	 	 15769.8 	 	 	 117.149 
2.1 	 	 5556.63 	 	 	 11.0975 
2.1 	 	 7790.32 	 	 	 10.0059 
2.1 	 	 4431.36 	 	 	 10.2738 
2.1 	 	 6935.76 	 	 	 10.3724 
2.1 	 	 17013.1 	 	 	 37.6119 
2.1 	 	 6440.11 	 	 	 10.6282 
2.1 	 	 10850.9 	 	 	 25.103 
2.1 	 	 4045.31 	 	 	 7.07582 
2.1 	 	 18713.2 	 	 	 188.088 
2.1 	 	 17013.1 	 	 	 127.885 
2.1 	 	 6360.71 	 	 	 10.0223 
2.1 	 	 11348.4 	 	 	 39.9984 
2.1 	 	 18713.2 	 	 	 228.369 
2.1 	 	 5457.5 	 	 	 10.1079 
2.1 	 	 6165.28 	 	 	 10.4237 
2.1 	 	 9667.68 	 	 	 14.6336 
2.1 	 	 5194.79 	 	 	 10.1767 
2.1 	 	 14270.2 	 	 	 40.3382 
2.1 	 	 10673 	 	 	 22.1051 
2.1 	 	 5071.09 	 	 	 10.078 
2.1 	 	 9176.83 	 	 	 20.7338 
2.1 	 	 3216.05 	 	 	 0.800192 
2.1 	 	 17516.2 	 	 	 55.8541 
2.1 	 	 5979.85 	 	 	 11.1811 
2.1 	 	 14027.6 	 	 	 15.6718 
2.1 	 	 6248.04 	 	 	 10.0823 
2.1 	 	 18078.5 	 	 	 153.731 
2.1 	 	 6119.75 	 	 	 10.0755 
2.1 	 	 4896.7 	 	 	 1.0728 
2.1 	 	 4445.2 	 	 	 7.02144 
2.1 	 	 3319.5 	 	 	 10.3851 
2.1 	 	 12508.4 	 	 	 39.1886 
2.1 	 	 17013.1 	 	 	 163.739 
2.1 	 	 12212.8 	 	 	 13.003 
2.1 	 	 7558.69 	 	 	 12.8411 
2.1 	 	 3237.54 	 	 	 0.247408 
2.1 	 	 7558.69 	 	 	 10.5382 
2.1 	 	 4301.2 	 	 	 1.1752 
2.1 	 	 13584.4 	 	 	 79.6218 
2.1 	 	 7736.59 	 	 	 10.584 
2.1 	 	 15769.8 	 	 	 66.2957 
2.1 	 	 13584.4 	 	 	 59.3407 
2.1 	 	 7989.77 	 	 	 18.7729 
2.1 	 	 8310.48 	 	 	 10.3894 
2.1 	 	 15769.8 	 	 	 25.0447 
2.1 	 	 10673 	 	 	 30.1333 
2.1 	 	 4241.13 	 	 	 10.179 
2.1 	 	 5502.44 	 	 	 0.640516 
2.1 	 	 5015.85 	 	 	 2.60234 
2.1 	 	 8724.94 	 	 	 10.1139 
2.1 	 	 5959.35 	 	 	 10.7817 
2.1 	 	 10425.1 	 	 	 14.6556 
2.1 	 	 4886.82 	 	 	 10.0348 
2.1 	 	 7202.22 	 	 	 11.8194 
2.1 	 	 12832 	 	 	 16.6153 
2.1 	 	 3346.11 	 	 	 11.4749 
2.1 	 	 4417.69 	 	 	 8.08868 
2.1 	 	 6900.54 	 	 	 10.0003 
2.1 	 	 14805.7 	 	 	 126.962 
2.1 	 	 19438.1 	 	 	 224.138 
2.1 	 	 7790.32 	 	 	 10.0185 
2.1 	 	 10197 	 	 	 15.4761 
2.1 	 	 4796.47 	 	 	 10.205 
2.1 	 	 6918.06 	 	 	 9.852 
2.1 	 	 3900.34 	 	 	 2.90821 
2.1 	 	 5021.27 	 	 	 10.1686 
2.1 	 	 4070.2 	 	 	 1.77821 
2.1 	 	 9790.59 	 	 	 10.3214 
2.1 	 	 4367.76 	 	 	 0.968422 
2.1 	 	 5804.09 	 	 	 10.4765 
2.1 	 	 10347 	 	 	 10.0568 
2.1 	 	 3939.82 	 	 	 5.81075 
2.1 	 	 18078.5 	 	 	 242.898 
2.1 	 	 3213.93 	 	 	 10.065 
2.1 	 	 9608.31 	 	 	 18.2624 
2.1 	 	 5662.69 	 	 	 10.2132 
2.1 	 	 5919.1 	 	 	 5.16857 
2.1 	 	 5705.52 	 	 	 10.0909 
2.1 	 	 6440.11 	 	 	 10.2243 
2.1 	 	 13381.1 	 	 	 26.2995 
2.1 	 	 7558.69 	 	 	 10.5646 
2.1 	 	 6566.38 	 	 	 9.32741 
2.1 	 	 16146.9 	 	 	 146.198 
2.1 	 	 18713.2 	 	 	 148.624 
2.1 	 	 12508.4 	 	 	 34.3137 
2.1 	 	 4348.35 	 	 	 4.4916 
2.1 	 	 5889.56 	 	 	 1.98884 
2.1 	 	 7328.6 	 	 	 12.9841 
2.1 	 	 8242.54 	 	 	 12.6433 
2.1 	 	 3549.72 	 	 	 0.159904 
2.1 	 	 18713.2 	 	 	 255.448 
2.1 	 	 5572.47 	 	 	 10.5548 
2.1 	 	 5176.44 	 	 	 1.8596 
2.1 	 	 14270.2 	 	 	 20.684 
2.1 	 	 4867.28 	 	 	 10.3718 
2.1 	 	 15769.8 	 	 	 40.8156 
2.1 	 	 4417.69 	 	 	 10.0001 
2.1 	 	 19438.1 	 	 	 471.99 
2.1 	 	 4600.7 	 	 	 10.1255 
2.1 	 	 9667.68 	 	 	 15.5379 
2.1 	 	 18713.2 	 	 	 167.689 
2.1 	 	 16146.9 	 	 	 192.463 
2.1 	 	 12508.4 	 	 	 29.4226 
2.1 	 	 18713.2 	 	 	 80.8268 
2.1 	 	 3649.1 	 	 	 0.179325 
2.1 	 	 5290.28 	 	 	 10.2471 
2.1 	 	 3692.18 	 	 	 5.23951 
2.1 	 	 19438.1 	 	 	 147.062 
2.1 	 	 4462.71 	 	 	 2.87062 
2.1 	 	 7558.69 	 	 	 11.2213 
2.1 	 	 8766.52 	 	 	 11.0104 
2.1 	 	 11572.5 	 	 	 37.9038 
2.1 	 	 4843.25 	 	 	 10.0543 
2.1 	 	 16146.9 	 	 	 47.1935 
2.1 	 	 5264.19 	 	 	 0.292515 
2.1 	 	 6075.43 	 	 	 10.4643 
2.1 	 	 19438.1 	 	 	 240.597 
2.1 	 	 12508.4 	 	 	 23.3619 
2.1 	 	 4459.18 	 	 	 10.0613 
2.1 	 	 5487.31 	 	 	 0.551974 
2.1 	 	 3274.17 	 	 	 9.26089 
2.1 	 	 4441.72 	 	 	 10.0925 
2.1 	 	 11458.5 	 	 	 14.0878 
2.1 	 	 14027.6 	 	 	 42.738 
2.1 	 	 13005.8 	 	 	 60.1158 
2.1 	 	 7845.44 	 	 	 10.1768 
2.1 	 	 19438.1 	 	 	 169.155 
2.1 	 	 8310.48 	 	 	 10.2018 
2.1 	 	 7243.46 	 	 	 11.2206 
2.1 	 	 8604.4 	 	 	 12.0294 
2.1 	 	 14805.7 	 	 	 39.1409 
2.1 	 	 4016.17 	 	 	 11.0609 
2.1 	 	 8940.44 	 	 	 11.3947 
2.1 	 	 18078.5 	 	 	 236.503 
2.1 	 	 3454.06 	 	 	 2.79732 
2.1 	 	 13584.4 	 	 	 27.3523 
2.1 	 	 5479.8 	 	 	 2.27872 
2.1 	 	 4843.25 	 	 	 10.1439 
2.1 	 	 3860.21 	 	 	 10.8334 
2.1 	 	 8527.34 	 	 	 11.026 
2.1 	 	 6815.31 	 	 	 10.9524 
2.1 	 	 15769.8 	 	 	 142.662 
2.1 	 	 4016.17 	 	 	 5.2204 
2.1 	 	 14805.7 	 	 	 114.726 
2.1 	 	 10673 	 	 	 19.0771 
2.1 	 	 3106.53 	 	 	 1.703 
2.1 	 	 3205.5 	 	 	 10.0042 
2.1 	 	 10944.1 	 	 	 18.9961 
2.1 	 	 3604.58 	 	 	 0.289977 
2.1 	 	 4764.69 	 	 	 10.0756 
2.1 	 	 6765.99 	 	 	 10.0611 
2.1 	 	 5392.54 	 	 	 10.2447 
2.1 	 	 3407 	 	 	 3.94137 
2.1 	 	 3673 	 	 	 2.29598 
2.1 	 	 15769.8 	 	 	 50.0607 
2.1 	 	 12212.8 	 	 	 31.1621 
2.1 	 	 15769.8 	 	 	 165.471 
2.1 	 	 8851.92 	 	 	 10.8554 
2.1 	 	 12508.4 	 	 	 45.3581 
2.1 	 	 3997.16 	 	 	 1.65806 
2.1 	 	 9919.43 	 	 	 15.4709 
2.1 	 	 3143.79 	 	 	 15.0616 
2.1 	 	 8985.94 	 	 	 16.1471 
2.1 	 	 10271 	 	 	 12.2902 
2.1 	 	 4028.22 	 	 	 10.0666 
2.1 	 	 5879.84 	 	 	 7.5652 
2.1 	 	 7222.73 	 	 	 10.9784 
2.1 	 	 10505.4 	 	 	 12.1619 
2.1 	 	 8808.84 	 	 	 10.3227 
2.1 	 	 5870.17 	 	 	 10.7831 
