Time 	 	 Temperature 	 	 Tau 
13.5 	 	 2925.03 	 	 	 7.79594 
13.5 	 	 1641.88 	 	 	 0.0117496 
13.5 	 	 717.549 	 	 	 0.645438 
13.5 	 	 2646.88 	 	 	 0.254748 
13.5 	 	 981.259 	 	 	 0.586976 
13.5 	 	 3248.96 	 	 	 10.0887 
13.5 	 	 2265.27 	 	 	 10.2445 
13.5 	 	 783.961 	 	 	 0.00107241 
13.5 	 	 1420.52 	 	 	 1.29647 
13.5 	 	 1581.68 	 	 	 1.68015 
13.5 	 	 1618.33 	 	 	 0.706708 
13.5 	 	 668.589 	 	 	 0.15019 
13.5 	 	 879.646 	 	 	 0.43817 
13.5 	 	 1209.96 	 	 	 2.46077 
13.5 	 	 1471.05 	 	 	 1.44663 
13.5 	 	 880.465 	 	 	 1.19378 
13.5 	 	 1217.95 	 	 	 6.18883 
13.5 	 	 1650.02 	 	 	 3.56391 
13.5 	 	 2925.03 	 	 	 10.3533 
13.5 	 	 1215.27 	 	 	 5.67248 
13.5 	 	 3353.26 	 	 	 10.0907 
13.5 	 	 2860.73 	 	 	 1.12217 
13.5 	 	 1071.46 	 	 	 0.00351504 
13.5 	 	 715.236 	 	 	 0.325642 
13.5 	 	 1693.04 	 	 	 0.0433107 
13.5 	 	 1535.11 	 	 	 0.58161 
13.5 	 	 2066.2 	 	 	 10.044 
13.5 	 	 730.77 	 	 	 0.00119968 
13.5 	 	 1177.41 	 	 	 5.39553 
13.5 	 	 1204.74 	 	 	 0.412289 
13.5 	 	 710.321 	 	 	 0.311709 
13.5 	 	 877.205 	 	 	 0.433466 
13.5 	 	 616.821 	 	 	 0.000302708 
13.5 	 	 1220.66 	 	 	 7.5121 
13.5 	 	 3470.99 	 	 	 0.997326 
13.5 	 	 2925.03 	 	 	 10.2733 
13.5 	 	 3155.65 	 	 	 0.500459 
13.5 	 	 1666.74 	 	 	 1.08748 
13.5 	 	 3353.26 	 	 	 11.1017 
13.5 	 	 1771.41 	 	 	 1.80365 
13.5 	 	 666.804 	 	 	 0.46454 
13.5 	 	 2601.88 	 	 	 0.140815 
13.5 	 	 3353.26 	 	 	 10.3767 
13.5 	 	 1071.46 	 	 	 2.01308 
13.5 	 	 1905.1 	 	 	 0.0737637 
13.5 	 	 2349.4 	 	 	 7.62442 
13.5 	 	 854.085 	 	 	 0.145316 
13.5 	 	 1804.46 	 	 	 0.014315 
13.5 	 	 3470.99 	 	 	 0.271257 
13.5 	 	 2085.24 	 	 	 0.0271165 
13.5 	 	 2085.24 	 	 	 10.175 
13.5 	 	 3248.96 	 	 	 10.0887 
13.5 	 	 728.709 	 	 	 0.570844 
13.5 	 	 3353.26 	 	 	 10.4353 
13.5 	 	 743.603 	 	 	 0.276885 
13.5 	 	 1261.05 	 	 	 0.598695 
13.5 	 	 3605.45 	 	 	 1.62898 
13.5 	 	 906.423 	 	 	 1.25281 
13.5 	 	 1158.91 	 	 	 0.00460636 
13.5 	 	 961.273 	 	 	 0.897134 
13.5 	 	 2746.21 	 	 	 3.39149 
13.5 	 	 1852.28 	 	 	 11.0585 
13.5 	 	 2104.95 	 	 	 0.232192 
13.5 	 	 2925.03 	 	 	 10.3533 
13.5 	 	 1411.16 	 	 	 2.91777 
13.5 	 	 3605.45 	 	 	 12.0997 
13.5 	 	 2214.92 	 	 	 0.222121 
13.5 	 	 928.356 	 	 	 0.846144 
13.5 	 	 1675.34 	 	 	 0.236557 
13.5 	 	 1581.68 	 	 	 0.0103965 
13.5 	 	 3605.45 	 	 	 0.146643 
13.5 	 	 930.356 	 	 	 0.00265166 
13.5 	 	 685.491 	 	 	 0.0505635 
13.5 	 	 2446.25 	 	 	 0.778905 
13.5 	 	 2412.35 	 	 	 0.226554 
13.5 	 	 1397.52 	 	 	 4.16962 
13.5 	 	 2047.78 	 	 	 1.77009 
13.5 	 	 2446.25 	 	 	 3.54033 
13.5 	 	 2994.97 	 	 	 2.96276 
13.5 	 	 1460.41 	 	 	 2.78972 
13.5 	 	 1339.7 	 	 	 0.00758354 
13.5 	 	 2320.09 	 	 	 0.0301189 
13.5 	 	 858.531 	 	 	 0.919467 
13.5 	 	 2104.95 	 	 	 6.88981 
13.5 	 	 923.422 	 	 	 0.00231611 
13.5 	 	 1122.86 	 	 	 1.96557 
13.5 	 	 1212.6 	 	 	 1.91768 
13.5 	 	 638.131 	 	 	 0.000315163 
13.5 	 	 919.543 	 	 	 0.279143 
13.5 	 	 736.231 	 	 	 0.174065 
13.5 	 	 746.718 	 	 	 0.768233 
13.5 	 	 2481.97 	 	 	 10.1171 
13.5 	 	 1411.16 	 	 	 0.00930671 
13.5 	 	 581.498 	 	 	 1.43e-05 
13.5 	 	 1420.52 	 	 	 0.618828 
13.5 	 	 1839.89 	 	 	 0.700109 
13.5 	 	 2801.33 	 	 	 1.0683 
13.5 	 	 3605.45 	 	 	 0.64546 
13.5 	 	 1626.04 	 	 	 3.32556 
13.5 	 	 1078.28 	 	 	 3.09156 
13.5 	 	 1581.68 	 	 	 7.127 
13.5 	 	 1425.29 	 	 	 0.929961 
13.5 	 	 1355.32 	 	 	 3.8048 
13.5 	 	 1128.93 	 	 	 0.00497498 
13.5 	 	 3605.45 	 	 	 5.25636 
13.5 	 	 613.297 	 	 	 0.361269 
13.5 	 	 3605.45 	 	 	 10.0406 
13.5 	 	 1750.57 	 	 	 10.8154 
13.5 	 	 614.171 	 	 	 0.000243268 
13.5 	 	 2146.5 	 	 	 0.0240009 
13.5 	 	 2380.11 	 	 	 7.25201 
13.5 	 	 1633.89 	 	 	 0.0140702 
13.5 	 	 1771.41 	 	 	 8.86043 
13.5 	 	 1864.98 	 	 	 1.68822 
13.5 	 	 1782.18 	 	 	 5.47955 
13.5 	 	 1995.92 	 	 	 6.95561 
13.5 	 	 685.491 	 	 	 0.390168 
13.5 	 	 978.828 	 	 	 0.269429 
13.5 	 	 1547.9 	 	 	 2.15627 
13.5 	 	 974.032 	 	 	 0.225246 
13.5 	 	 2412.35 	 	 	 10.5777 
13.5 	 	 701.918 	 	 	 0.000753402 
13.5 	 	 1827.8 	 	 	 1.78952 
13.5 	 	 722.254 	 	 	 0.175806 
13.5 	 	 3605.45 	 	 	 5.17146 
13.5 	 	 3605.45 	 	 	 1.1664 
13.5 	 	 1035.08 	 	 	 0.00393452 
13.5 	 	 2446.25 	 	 	 3.54033 
13.5 	 	 2994.97 	 	 	 13.8916 
13.5 	 	 579.538 	 	 	 0.278954 
13.5 	 	 1194.53 	 	 	 2.79084 
13.5 	 	 649.588 	 	 	 0.000412809 
13.5 	 	 1128.93 	 	 	 9.7627 
13.5 	 	 3155.65 	 	 	 5.52673 
13.5 	 	 1633.89 	 	 	 0.731974 
13.5 	 	 587.155 	 	 	 0.222057 
13.5 	 	 918.583 	 	 	 0.409027 
13.5 	 	 656.445 	 	 	 0.0325985 
13.5 	 	 1279.94 	 	 	 0.637445 
13.5 	 	 2146.5 	 	 	 0.0441196 
13.5 	 	 2925.03 	 	 	 8.78468 
13.5 	 	 1450.05 	 	 	 0.00940872 
13.5 	 	 1008.2 	 	 	 0.076783 
13.5 	 	 2646.88 	 	 	 0.0397593 
13.5 	 	 2104.95 	 	 	 10.2272 
13.5 	 	 1793.19 	 	 	 10.3099 
13.5 	 	 684.837 	 	 	 0.365467 
13.5 	 	 668.589 	 	 	 0.395107 
13.5 	 	 911.962 	 	 	 0.436301 
13.5 	 	 1347.43 	 	 	 10.3619 
13.5 	 	 1010.91 	 	 	 0.953785 
13.5 	 	 641.182 	 	 	 0.25269 
13.5 	 	 596.524 	 	 	 0.269182 
13.5 	 	 1141.42 	 	 	 0.00529535 
13.5 	 	 1439.96 	 	 	 8.38263 
13.5 	 	 1891.37 	 	 	 2.28387 
13.5 	 	 939.56 	 	 	 0.334242 
13.5 	 	 2925.03 	 	 	 4.27893 
13.5 	 	 615.05 	 	 	 0.00391044 
13.5 	 	 1760.88 	 	 	 0.366089 
13.5 	 	 980.041 	 	 	 0.269381 
13.5 	 	 2925.03 	 	 	 10.3533 
13.5 	 	 584.758 	 	 	 0.148867 
13.5 	 	 598.904 	 	 	 0.067579 
13.5 	 	 1039.57 	 	 	 0.811546 
13.5 	 	 757.302 	 	 	 0.0249159 
13.5 	 	 1782.18 	 	 	 6.54075 
13.5 	 	 1891.37 	 	 	 0.0174087 
13.5 	 	 2104.95 	 	 	 0.0259914 
13.5 	 	 789.941 	 	 	 0.00165882 
13.5 	 	 1574.71 	 	 	 0.163541 
13.5 	 	 3605.45 	 	 	 0.787473 
13.5 	 	 1771.41 	 	 	 4.71236 
13.5 	 	 895.706 	 	 	 0.048345 
13.5 	 	 2214.92 	 	 	 0.04479 
13.5 	 	 596.131 	 	 	 0.0335928 
13.5 	 	 1375.83 	 	 	 1.75186 
13.5 	 	 1595.97 	 	 	 0.0105904 
13.5 	 	 2412.35 	 	 	 0.593594 
13.5 	 	 1133.04 	 	 	 2.46725 
13.5 	 	 966.996 	 	 	 1.94796 
13.5 	 	 1384.36 	 	 	 0.00755311 
13.5 	 	 2746.21 	 	 	 1.08074 
13.5 	 	 1406.55 	 	 	 0.00923556 
13.5 	 	 957.898 	 	 	 0.00303889 
13.5 	 	 2066.2 	 	 	 0.0221426 
13.5 	 	 1618.33 	 	 	 0.0119066 
13.5 	 	 1675.34 	 	 	 0.0149381 
13.5 	 	 916.673 	 	 	 0.742151 
13.5 	 	 2191.23 	 	 	 9.54228 
13.5 	 	 2694.87 	 	 	 11.0968 
13.5 	 	 1793.19 	 	 	 10.1069 
13.5 	 	 2746.21 	 	 	 0.189556 
13.5 	 	 662.415 	 	 	 0.000500501 
13.5 	 	 2146.5 	 	 	 0.0255079 
13.5 	 	 1064.79 	 	 	 0.003688 
13.5 	 	 731.184 	 	 	 0.00110284 
13.5 	 	 978.828 	 	 	 2.73677 
13.5 	 	 951.277 	 	 	 0.423034 
13.5 	 	 3353.26 	 	 	 7.01168 
13.5 	 	 630.006 	 	 	 0.162038 
13.5 	 	 2125.35 	 	 	 3.69664 
13.5 	 	 838.477 	 	 	 0.00183822 
13.5 	 	 2320.09 	 	 	 10.1806 
13.5 	 	 3605.45 	 	 	 11.0618 
13.5 	 	 1839.89 	 	 	 3.10876 
13.5 	 	 1347.43 	 	 	 2.45226 
13.5 	 	 1179.81 	 	 	 0.224746 
13.5 	 	 1891.37 	 	 	 1.77531 
13.5 	 	 1684.1 	 	 	 10.3879 
13.5 	 	 611.779 	 	 	 0.269808 
13.5 	 	 887.12 	 	 	 0.00204541 
13.5 	 	 1246.07 	 	 	 2.70153 
13.5 	 	 2292.08 	 	 	 6.17397 
13.5 	 	 2646.88 	 	 	 6.69537 
13.5 	 	 963.547 	 	 	 0.701975 
13.5 	 	 2519.67 	 	 	 10.4589 
13.5 	 	 1827.8 	 	 	 0.142558 
13.5 	 	 3470.99 	 	 	 0.260778 
13.5 	 	 880.465 	 	 	 0.346087 
13.5 	 	 1073.15 	 	 	 3.5167 
13.5 	 	 3470.99 	 	 	 10.0343 
13.5 	 	 717.936 	 	 	 0.00766171 
13.5 	 	 2481.97 	 	 	 0.0347398 
13.5 	 	 663.575 	 	 	 0.000550804 
13.5 	 	 2746.21 	 	 	 10.1678 
13.5 	 	 1240.25 	 	 	 0.458544 
13.5 	 	 955.672 	 	 	 0.57484 
13.5 	 	 2481.97 	 	 	 3.82737 
13.5 	 	 1097.89 	 	 	 0.0404271 
13.5 	 	 1891.37 	 	 	 6.97644 
13.5 	 	 3248.96 	 	 	 3.91181 
13.5 	 	 2746.21 	 	 	 10.1527 
13.5 	 	 3248.96 	 	 	 10.6354 
13.5 	 	 1270.36 	 	 	 0.00625107 
13.5 	 	 2214.92 	 	 	 0.245622 
13.5 	 	 686.148 	 	 	 0.00063364 
13.5 	 	 825.155 	 	 	 0.867601 
13.5 	 	 1163.43 	 	 	 0.767731 
13.5 	 	 1332.13 	 	 	 1.14791 
13.5 	 	 582.939 	 	 	 5.08596e-05 
13.5 	 	 879.646 	 	 	 0.00193756 
13.5 	 	 2214.92 	 	 	 0.267261 
13.5 	 	 1839.89 	 	 	 10.7883 
13.5 	 	 619.287 	 	 	 0.252667 
13.5 	 	 971.665 	 	 	 0.218985 
13.5 	 	 779.19 	 	 	 0.00105655 
13.5 	 	 1073.15 	 	 	 0.685545 
13.5 	 	 650.127 	 	 	 0.0408908 
13.5 	 	 589.588 	 	 	 0.0986659 
13.5 	 	 786.658 	 	 	 0.00120569 
13.5 	 	 3248.96 	 	 	 1.60074 
13.5 	 	 3071.47 	 	 	 0.660226 
13.5 	 	 2994.97 	 	 	 7.9691 
13.5 	 	 1090.61 	 	 	 0.165626 
13.5 	 	 1168.03 	 	 	 0.886011 
13.5 	 	 972.846 	 	 	 0.00297654 
13.5 	 	 1487.54 	 	 	 0.00879957 
13.5 	 	 591.104 	 	 	 9.00265e-05 
13.5 	 	 1839.89 	 	 	 6.06475 
13.5 	 	 1273.53 	 	 	 0.704213 
13.5 	 	 2214.92 	 	 	 8.47511 
13.5 	 	 2146.5 	 	 	 10.9947 
13.5 	 	 596.327 	 	 	 0.282096 
13.5 	 	 1933.68 	 	 	 0.859952 
13.5 	 	 1380.07 	 	 	 0.00696557 
13.5 	 	 2601.88 	 	 	 10.423 
13.5 	 	 2860.73 	 	 	 3.9435 
13.5 	 	 1030.66 	 	 	 0.42937 
13.5 	 	 2994.97 	 	 	 0.168919 
13.5 	 	 743.603 	 	 	 0.334683 
13.5 	 	 970.49 	 	 	 0.182152 
13.5 	 	 2519.67 	 	 	 0.0358606 
13.5 	 	 1068.11 	 	 	 2.91982 
13.5 	 	 3353.26 	 	 	 2.20602 
13.5 	 	 1234.54 	 	 	 6.47284 
13.5 	 	 835.072 	 	 	 0.384832 
13.5 	 	 2320.09 	 	 	 1.74145 
13.5 	 	 2349.4 	 	 	 5.82209 
13.5 	 	 819.408 	 	 	 0.411161 
13.5 	 	 3248.96 	 	 	 10.6937 
13.5 	 	 1815.99 	 	 	 1.53382 
13.5 	 	 592.826 	 	 	 0.128101 
13.5 	 	 1118.88 	 	 	 2.40151 
13.5 	 	 1283.19 	 	 	 6.87988 
13.5 	 	 692.503 	 	 	 0.571066 
13.5 	 	 993.755 	 	 	 0.00287291 
13.5 	 	 988.686 	 	 	 0.00299831 
13.5 	 	 2746.21 	 	 	 11.1023 
13.5 	 	 1279.94 	 	 	 0.416832 
13.5 	 	 1310.33 	 	 	 1.81049 
13.5 	 	 2746.21 	 	 	 10.1054 
13.5 	 	 933.387 	 	 	 0.516756 
13.5 	 	 2601.88 	 	 	 0.524787 
13.5 	 	 932.373 	 	 	 0.985209 
13.5 	 	 776.585 	 	 	 0.00150099 
13.5 	 	 771.975 	 	 	 0.00140571 
13.5 	 	 1064.79 	 	 	 1.10957 
13.5 	 	 2012.67 	 	 	 11.4366 
13.5 	 	 2292.08 	 	 	 0.0333569 
13.5 	 	 1891.37 	 	 	 1.28083 
13.5 	 	 2125.35 	 	 	 5.73398 
13.5 	 	 1061.52 	 	 	 0.200903 
13.5 	 	 2146.5 	 	 	 10.1746 
13.5 	 	 690.138 	 	 	 0.329334 
13.5 	 	 3470.99 	 	 	 10.1984 
13.5 	 	 698.376 	 	 	 0.141624 
13.5 	 	 1228.92 	 	 	 0.261937 
13.5 	 	 1864.98 	 	 	 10.0428 
13.5 	 	 593.985 	 	 	 0.201955 
13.5 	 	 2925.03 	 	 	 11.6069 
13.5 	 	 1092.42 	 	 	 0.00404497 
13.5 	 	 2380.11 	 	 	 6.11212 
13.5 	 	 755.89 	 	 	 0.041844 
13.5 	 	 1388.69 	 	 	 0.00818991 
13.5 	 	 1675.34 	 	 	 3.73448 
13.5 	 	 2994.97 	 	 	 7.9691 
13.5 	 	 1010.91 	 	 	 0.00369586 
13.5 	 	 2925.03 	 	 	 0.656162 
13.5 	 	 818.778 	 	 	 0.00147308 
13.5 	 	 1109.16 	 	 	 2.80014 
13.5 	 	 2860.73 	 	 	 2.68313 
13.5 	 	 1618.33 	 	 	 0.01308 
13.5 	 	 2412.35 	 	 	 4.79223 
13.5 	 	 801.838 	 	 	 0.00123758 
13.5 	 	 2239.58 	 	 	 0.0296912 
13.5 	 	 1339.7 	 	 	 10.2723 
13.5 	 	 753.095 	 	 	 0.205769 
13.5 	 	 3605.45 	 	 	 11.4371 
13.5 	 	 645.335 	 	 	 0.13951 
13.5 	 	 2481.97 	 	 	 10.1689 
13.5 	 	 1351.35 	 	 	 9.96611 
13.5 	 	 1328.4 	 	 	 0.0064267 
13.5 	 	 1109.16 	 	 	 0.300051 
13.5 	 	 766.474 	 	 	 0.422725 
13.5 	 	 3353.26 	 	 	 10.4353 
13.5 	 	 762.079 	 	 	 0.481302 
13.5 	 	 884.603 	 	 	 0.00220044 
13.5 	 	 1528.85 	 	 	 2.00719 
13.5 	 	 822.582 	 	 	 0.727329 
13.5 	 	 1760.88 	 	 	 10.3976 
13.5 	 	 1603.3 	 	 	 0.210461 
13.5 	 	 1406.55 	 	 	 10.7605 
13.5 	 	 2047.78 	 	 	 10.1501 
13.5 	 	 2292.08 	 	 	 0.0275549 
13.5 	 	 1641.88 	 	 	 0.0886081 
13.5 	 	 1666.74 	 	 	 2.52412 
13.5 	 	 2860.73 	 	 	 3.9435 
13.5 	 	 1720.92 	 	 	 7.22023 
13.5 	 	 731.6 	 	 	 0.399712 
13.5 	 	 2646.88 	 	 	 6.69537 
13.5 	 	 1175.04 	 	 	 5.85963 
13.5 	 	 3470.99 	 	 	 10.1984 
13.5 	 	 1522.69 	 	 	 4.41837 
13.5 	 	 649.319 	 	 	 0.0661074 
13.5 	 	 1450.05 	 	 	 0.00900143 
13.5 	 	 1905.1 	 	 	 0.0167951 
13.5 	 	 699.785 	 	 	 0.0763733 
13.5 	 	 884.603 	 	 	 0.384395 
13.5 	 	 1228.92 	 	 	 0.261937 
13.5 	 	 1827.8 	 	 	 2.02014 
13.5 	 	 2519.67 	 	 	 0.111601 
13.5 	 	 2519.67 	 	 	 2.35995 
13.5 	 	 1137.2 	 	 	 2.52393 
13.5 	 	 1074.85 	 	 	 0.80309 
13.5 	 	 3248.96 	 	 	 11.7534 
13.5 	 	 1603.3 	 	 	 2.09313 
13.5 	 	 787.203 	 	 	 0.884423 
13.5 	 	 2519.67 	 	 	 5.61095 
13.5 	 	 3248.96 	 	 	 10.6143 
13.5 	 	 1261.05 	 	 	 0.291743 
13.5 	 	 1420.52 	 	 	 0.00767674 
13.5 	 	 1199.6 	 	 	 1.10159 
13.5 	 	 605.424 	 	 	 0.103218 
13.5 	 	 1450.05 	 	 	 1.38421 
13.5 	 	 1618.33 	 	 	 3.44695 
13.5 	 	 3155.65 	 	 	 4.00784 
13.5 	 	 1145.7 	 	 	 2.52955 
13.5 	 	 1498.93 	 	 	 5.59259 
13.5 	 	 660.117 	 	 	 0.00061061 
13.5 	 	 825.803 	 	 	 0.0013347 
13.5 	 	 2601.88 	 	 	 10.1633 
13.5 	 	 738.372 	 	 	 0.675924 
13.5 	 	 1071.46 	 	 	 0.00397362 
13.5 	 	 631.455 	 	 	 0.000306628 
13.5 	 	 2349.4 	 	 	 10.1646 
13.5 	 	 1465.69 	 	 	 0.0101058 
13.5 	 	 3470.99 	 	 	 3.57088 
13.5 	 	 2860.73 	 	 	 0.717694 
13.5 	 	 997.619 	 	 	 0.00305983 
13.5 	 	 3071.47 	 	 	 1.53028 
13.5 	 	 3071.47 	 	 	 0.0616881 
13.5 	 	 1215.27 	 	 	 0.00528274 
13.5 	 	 1402.01 	 	 	 0.00838103 
13.5 	 	 1891.37 	 	 	 2.28387 
13.5 	 	 2265.27 	 	 	 10.6668 
13.5 	 	 1184.64 	 	 	 0.476411 
13.5 	 	 2146.5 	 	 	 0.0226992 
13.5 	 	 697.327 	 	 	 0.573727 
13.5 	 	 1283.19 	 	 	 0.0739153 
13.5 	 	 1000.23 	 	 	 0.28826 
13.5 	 	 1905.1 	 	 	 10.2072 
13.5 	 	 659.832 	 	 	 0.000532233 
13.5 	 	 1085.26 	 	 	 0.527433 
13.5 	 	 1510.64 	 	 	 2.34671 
13.5 	 	 2694.87 	 	 	 12.621 
13.5 	 	 1782.18 	 	 	 0.182903 
13.5 	 	 931.362 	 	 	 1.54174 
13.5 	 	 1047.22 	 	 	 0.297114 
13.5 	 	 3605.45 	 	 	 2.21227 
13.5 	 	 1189.55 	 	 	 1.31084 
13.5 	 	 1948.57 	 	 	 6.273 
13.5 	 	 3155.65 	 	 	 3.18605 
13.5 	 	 3353.26 	 	 	 0.670953 
13.5 	 	 2168.44 	 	 	 10.3985 
13.5 	 	 2925.03 	 	 	 10.2917 
13.5 	 	 2292.08 	 	 	 0.033416 
13.5 	 	 1444.97 	 	 	 2.66131 
13.5 	 	 607.515 	 	 	 0.290165 
13.5 	 	 807.74 	 	 	 0.00139232 
13.5 	 	 2801.33 	 	 	 2.11568 
13.5 	 	 1815.99 	 	 	 3.48987 
13.5 	 	 1061.52 	 	 	 0.200903 
13.5 	 	 1455.2 	 	 	 9.43205 
13.5 	 	 1254.98 	 	 	 1.45298 
13.5 	 	 1024.87 	 	 	 0.00317852 
13.5 	 	 2860.73 	 	 	 6.9951 
13.5 	 	 3248.96 	 	 	 2.89609 
13.5 	 	 1933.68 	 	 	 0.0714688 
13.5 	 	 2265.27 	 	 	 0.0268829 
13.5 	 	 678.418 	 	 	 0.00061168 
13.5 	 	 3248.96 	 	 	 10.0352 
13.5 	 	 1048.77 	 	 	 0.00308108 
13.5 	 	 2029.94 	 	 	 0.212681 
13.5 	 	 657.567 	 	 	 0.130822 
13.5 	 	 1933.68 	 	 	 10.0746 
13.5 	 	 1276.72 	 	 	 0.00609239 
13.5 	 	 1251.98 	 	 	 0.00548525 
13.5 	 	 1730.6 	 	 	 0.163391 
13.5 	 	 657.848 	 	 	 0.000387164 
13.5 	 	 1815.99 	 	 	 10.1081 
13.5 	 	 1317.45 	 	 	 3.7597 
13.5 	 	 1487.54 	 	 	 3.53693 
13.5 	 	 1510.64 	 	 	 2.34671 
13.5 	 	 2380.11 	 	 	 10.4414 
13.5 	 	 2320.09 	 	 	 2.92123 
13.5 	 	 3470.99 	 	 	 0.10008 
13.5 	 	 665.035 	 	 	 0.38659 
13.5 	 	 2239.58 	 	 	 10.1075 
13.5 	 	 2047.78 	 	 	 6.16321 
13.5 	 	 754.955 	 	 	 0.00118829 
13.5 	 	 3470.99 	 	 	 10.2234 
13.5 	 	 2925.03 	 	 	 1.24819 
13.5 	 	 865.362 	 	 	 0.120922 
13.5 	 	 1114.96 	 	 	 0.984463 
13.5 	 	 1197.06 	 	 	 1.35495 
13.5 	 	 1852.28 	 	 	 0.213265 
13.5 	 	 2601.88 	 	 	 0.34963 
13.5 	 	 829.729 	 	 	 0.035731 
13.5 	 	 3353.26 	 	 	 2.13494 
13.5 	 	 993.755 	 	 	 1.62022 
13.5 	 	 944.819 	 	 	 1.03368 
13.5 	 	 1139.3 	 	 	 1.23812 
13.5 	 	 1460.41 	 	 	 4.52536 
13.5 	 	 2320.09 	 	 	 4.15587 
13.5 	 	 1465.69 	 	 	 2.78582 
13.5 	 	 1411.16 	 	 	 1.96798 
13.5 	 	 952.368 	 	 	 0.132598 
13.5 	 	 649.857 	 	 	 0.000655603 
13.5 	 	 1675.34 	 	 	 0.144375 
13.5 	 	 872.397 	 	 	 0.800377 
13.5 	 	 1080.01 	 	 	 0.63551 
13.5 	 	 1827.8 	 	 	 2.01984 
13.5 	 	 1498.93 	 	 	 0.916798 
13.5 	 	 1217.95 	 	 	 1.1631 
13.5 	 	 665.623 	 	 	 0.200117 
13.5 	 	 2519.67 	 	 	 10.1634 
13.5 	 	 916.673 	 	 	 1.37383 
13.5 	 	 971.665 	 	 	 0.258633 
13.5 	 	 638.131 	 	 	 0.109102 
13.5 	 	 660.403 	 	 	 0.254913 
13.5 	 	 835.749 	 	 	 0.280893 
13.5 	 	 2412.35 	 	 	 4.79223 
13.5 	 	 2601.88 	 	 	 1.65535 
13.5 	 	 1163.43 	 	 	 0.440082 
13.5 	 	 2559.57 	 	 	 3.15247 
13.5 	 	 2646.88 	 	 	 9.06591 
13.5 	 	 1420.52 	 	 	 7.6609 
13.5 	 	 1420.52 	 	 	 2.42662 
13.5 	 	 3470.99 	 	 	 2.80185 
13.5 	 	 1948.57 	 	 	 0.885044 
13.5 	 	 2519.67 	 	 	 5.61095 
13.5 	 	 2646.88 	 	 	 0.85663 
13.5 	 	 1249.01 	 	 	 1.18576 
13.5 	 	 2519.67 	 	 	 0.0381089 
13.5 	 	 3248.96 	 	 	 2.01403 
13.5 	 	 578.48 	 	 	 0.00277882 
13.5 	 	 2746.21 	 	 	 10.1527 
13.5 	 	 3605.45 	 	 	 1.27708 
13.5 	 	 1359.33 	 	 	 0.00816915 
13.5 	 	 2029.94 	 	 	 10.1927 
13.5 	 	 2925.03 	 	 	 10.2609 
13.5 	 	 1402.01 	 	 	 0.5899 
13.5 	 	 2349.4 	 	 	 3.05806 
13.5 	 	 1172.69 	 	 	 0.219678 
13.5 	 	 3470.99 	 	 	 0.0878977 
13.5 	 	 656.725 	 	 	 0.296571 
13.5 	 	 616.155 	 	 	 0.378095 
13.5 	 	 1827.8 	 	 	 0.0147069 
13.5 	 	 3155.65 	 	 	 8.05857 
13.5 	 	 2146.5 	 	 	 9.54883 
13.5 	 	 1750.57 	 	 	 4.48251 
13.5 	 	 3155.65 	 	 	 10.6878 
13.5 	 	 601.521 	 	 	 0.000239728 
13.5 	 	 599.905 	 	 	 0.275614 
13.5 	 	 948.028 	 	 	 0.00223731 
13.5 	 	 3071.47 	 	 	 10.5852 
13.5 	 	 711.069 	 	 	 0.000689287 
13.5 	 	 1270.36 	 	 	 4.89173 
13.5 	 	 3470.99 	 	 	 10.5315 
13.5 	 	 2925.03 	 	 	 10.8514 
13.5 	 	 2191.23 	 	 	 9.54228 
13.5 	 	 1226.14 	 	 	 1.58913 
13.5 	 	 3605.45 	 	 	 1.75236 
13.5 	 	 2085.24 	 	 	 0.0213657 
13.5 	 	 598.904 	 	 	 0.199234 
13.5 	 	 2104.95 	 	 	 4.51275 
13.5 	 	 2519.67 	 	 	 3.95801 
13.5 	 	 2601.88 	 	 	 0.0726675 
13.5 	 	 2214.92 	 	 	 0.222178 
13.5 	 	 638.383 	 	 	 0.000280897 
13.5 	 	 1411.16 	 	 	 1.92124 
13.5 	 	 3470.99 	 	 	 6.22382 
13.5 	 	 857.785 	 	 	 0.915975 
13.5 	 	 678.733 	 	 	 0.158736 
13.5 	 	 873.192 	 	 	 0.802012 
13.5 	 	 2925.03 	 	 	 0.204385 
13.5 	 	 2801.33 	 	 	 1.0683 
13.5 	 	 1516.62 	 	 	 4.16971 
13.5 	 	 3155.65 	 	 	 10.1256 
13.5 	 	 1782.18 	 	 	 1.03159 
13.5 	 	 1504.74 	 	 	 0.0106462 
13.5 	 	 974.032 	 	 	 0.946317 
13.5 	 	 1626.04 	 	 	 5.60471 
13.5 	 	 1124.87 	 	 	 0.251992 
13.5 	 	 1720.92 	 	 	 0.907149 
13.5 	 	 2446.25 	 	 	 8.9304 
13.5 	 	 641.953 	 	 	 0.0390998 
13.5 	 	 3470.99 	 	 	 1.30828 
13.5 	 	 737.084 	 	 	 0.00108148 
13.5 	 	 773.5 	 	 	 0.00131899 
13.5 	 	 1240.25 	 	 	 3.2641 
13.5 	 	 1581.68 	 	 	 5.2405 
13.5 	 	 1197.06 	 	 	 0.00571169 
13.5 	 	 2746.21 	 	 	 0.988649 
13.5 	 	 1343.54 	 	 	 0.498356 
13.5 	 	 3605.45 	 	 	 4.21244 
13.5 	 	 1675.34 	 	 	 0.0134319 
13.5 	 	 792.157 	 	 	 0.158446 
13.5 	 	 1771.41 	 	 	 1.80365 
